Edge	NodeA	NodeB	InteractionType	CIN_dikNew	CIN_sigEdge	CIN_dir	CIN_absdiknew	Invasive_dikNew	Invasive_sigEdge	Invasive_dir	Invasive_absdiknew	MSIorCIMP_dikNew	MSIorCIMP_sigEdge	MSIorCIMP_dir	MSIorCIMP_absdiknew
MGMT_prot_YWHAZ_prot	MGMT_prot	YWHAZ_prot	ppi	0.0423061	ppi	up	0.0423061	-0	died	died	0	-0	died	died	0
MIPEP_prot_TMEM70_prot	MIPEP_prot	TMEM70_prot	ppi	0.0458665	ppi	up	0.0458665	0	died	died	0	-0	died	died	0
MLLT4_prot_SRC_prot	MLLT4_prot	SRC_prot	ppi	0	died	died	0	0	died	died	0	-0.182692	ppi	down	0.182692
MMP9_prot_THBS1_prot	MMP9_prot	THBS1_prot	ppi	-0	died	died	0	-0.0299048	ppi	down	0.0299048	0	died	died	0
MMP9_prot_THBS2_prot	MMP9_prot	THBS2_prot	ppi	-0	died	died	0	-0.0616653	ppi	down	0.0616653	0	died	died	0
MNDA_prot_C3AR1_mrna	MNDA_prot	C3AR1_mrna	tf	-0	died	died	0	-0.0360795	tf	down	0.0360795	0	died	died	0
MNDA_prot_CYBB_mrna	MNDA_prot	CYBB_mrna	tf	-0.245152	tf	down	0.245152	-0	died	died	0	0.535339	tf	up	0.535339
MNDA_prot_EVI2B_mrna	MNDA_prot	EVI2B_mrna	tf	-0.349385	tf	down	0.349385	-0	died	died	0	0	died	died	0
MNDA_prot_FCGR1A_mrna	MNDA_prot	FCGR1A_mrna	tf	-0	died	died	0	-0.113128	tf	down	0.113128	0.194733	tf	up	0.194733
MNDA_prot_FCGR2A_mrna	MNDA_prot	FCGR2A_mrna	tf	-0	died	died	0	-0.0148897	tf	down	0.0148897	0.330456	tf	up	0.330456
MNDA_prot_FCGR2B_mrna	MNDA_prot	FCGR2B_mrna	tf	-0	died	died	0	-0.103824	tf	down	0.103824	0.155891	tf	up	0.155891
MNDA_prot_FPR1_mrna	MNDA_prot	FPR1_mrna	tf	-0	died	died	0	-0	died	died	0	0.350018	tf	up	0.350018
MNDA_prot_IGSF6_mrna	MNDA_prot	IGSF6_mrna	tf	-0.466774	tf	down	0.466774	-0	died	died	0	0.81606	tf	up	0.81606
MNDA_prot_ITGAM_mrna	MNDA_prot	ITGAM_mrna	tf	-0.52703	tf	down	0.52703	-0.089494	tf	down	0.089494	1.09571	tf	up	1.09571
MNDA_prot_ITGB2_mrna	MNDA_prot	ITGB2_mrna	tf	-0	died	died	0	-0.254166	tf	down	0.254166	0.0901813	tf	up	0.0901813
MNDA_prot_MS4A6A_mrna	MNDA_prot	MS4A6A_mrna	tf	-0.144344	tf	down	0.144344	-0	died	died	0	0.214921	tf	up	0.214921
MNDA_prot_MS4A7_mrna	MNDA_prot	MS4A7_mrna	tf	-0.221003	tf	down	0.221003	-0	died	died	0	0.391779	tf	up	0.391779
MNDA_prot_PLEK_mrna	MNDA_prot	PLEK_mrna	tf	-0.357075	tf	down	0.357075	-0	died	died	0	0.580572	tf	up	0.580572
MNDA_prot_SIGLEC10_mrna	MNDA_prot	SIGLEC10_mrna	tf	-0	died	died	0	-0	died	died	0	0.0732685	tf	up	0.0732685
MNDA_prot_TAGAP_mrna	MNDA_prot	TAGAP_mrna	tf	-0	died	died	0	-0	died	died	0	0.158006	tf	up	0.158006
MNDA_prot_TNFSF13B_mrna	MNDA_prot	TNFSF13B_mrna	tf	-0.376601	tf	down	0.376601	-0.103909	tf	down	0.103909	0.955949	tf	up	0.955949
MNDA_prot_TYROBP_mrna	MNDA_prot	TYROBP_mrna	tf	-0.0956884	tf	down	0.0956884	-0.079019	tf	down	0.079019	0.639636	tf	up	0.639636
MOCS3_prot_XRN2_prot	MOCS3_prot	XRN2_prot	ppi	0.216386	ppi	up	0.216386	0	died	died	0	-0	died	died	0
MPRIP_prot_RAI14_prot	MPRIP_prot	RAI14_prot	ppi	0.0571405	ppi	up	0.0571405	-0	died	died	0	-0	died	died	0
MPRIP_prot_VAPB_prot	MPRIP_prot	VAPB_prot	ppi	0.137828	ppi	up	0.137828	0	died	died	0	-0	died	died	0
MPRIP_prot_YWHAB_prot	MPRIP_prot	YWHAB_prot	ppi	0.16627	ppi	up	0.16627	-0	died	died	0	-0	died	died	0
MPRIP_prot_YWHAZ_prot	MPRIP_prot	YWHAZ_prot	ppi	0.0741832	ppi	up	0.0741832	-0	died	died	0	-0	died	died	0
MPST_prot_RAE1_prot	MPST_prot	RAE1_prot	ppi	0.202634	ppi	up	0.202634	-0	died	died	0	-0	died	died	0
MPST_prot_SEPT11_prot	MPST_prot	SEPT11_prot	ppi	0.0281048	ppi	up	0.0281048	0	died	died	0	-0.0411812	ppi	down	0.0411812
MPST_prot_VAPB_prot	MPST_prot	VAPB_prot	ppi	0.325845	ppi	up	0.325845	0	died	died	0	-0.337572	ppi	down	0.337572
MPST_prot_YKT6_prot	MPST_prot	YKT6_prot	ppi	0.016427	ppi	up	0.016427	-0	died	died	0	-0	died	died	0
MRC2_prot_TALDO1_prot	MRC2_prot	TALDO1_prot	ppi	0.0704425	ppi	up	0.0704425	-0	died	died	0	-0	died	died	0
MRE11A_prot_MSH2_prot	MRE11A_prot	MSH2_prot	ppi	0	died	died	0	0	died	died	0	-0.283137	ppi	down	0.283137
MRE11A_prot_NBN_prot	MRE11A_prot	NBN_prot	ppi	0.000948302	ppi	up	0.000948302	0	died	died	0	-0.331411	ppi	down	0.331411
MRE11A_prot_QARS_prot	MRE11A_prot	QARS_prot	ppi	0	died	died	0	0	died	died	0	-0.0443098	ppi	down	0.0443098
MRE11A_prot_RAD50_prot	MRE11A_prot	RAD50_prot	ppi	0.16375	ppi	up	0.16375	0	died	died	0	-0.338711	ppi	down	0.338711
MRE11A_prot_SMC1A_prot	MRE11A_prot	SMC1A_prot	ppi	0.115185	ppi	up	0.115185	0	died	died	0	-0.17252	ppi	down	0.17252
MRE11A_prot_TP53BP1_prot	MRE11A_prot	TP53BP1_prot	ppi	0.190727	ppi	up	0.190727	0	died	died	0	-0.470819	ppi	down	0.470819
MRE11A_prot_XRCC6_prot	MRE11A_prot	XRCC6_prot	ppi	0.0197177	ppi	up	0.0197177	0	died	died	0	-0	died	died	0
MRPL11_prot_MRPL13_prot	MRPL11_prot	MRPL13_prot	ppi	0	died	died	0	0	died	died	0	-0.0190468	ppi	down	0.0190468
MRPL11_prot_MRPL15_prot	MRPL11_prot	MRPL15_prot	ppi	0.112382	ppi	up	0.112382	0	died	died	0	-0	died	died	0
MRPL11_prot_MRPL19_prot	MRPL11_prot	MRPL19_prot	ppi	0.0325481	ppi	up	0.0325481	0	died	died	0	-0	died	died	0
MRPL11_prot_SAMM50_prot	MRPL11_prot	SAMM50_prot	ppi	0.0195572	ppi	up	0.0195572	0	died	died	0	-0	died	died	0
MRPL11_prot_SSBP1_prot	MRPL11_prot	SSBP1_prot	ppi	0.219096	ppi	up	0.219096	0	died	died	0	-0.0275167	ppi	down	0.0275167
MRPL13_prot_MRPL15_prot	MRPL13_prot	MRPL15_prot	ppi	0.0524866	ppi	up	0.0524866	0	died	died	0	-0	died	died	0
MRPL13_prot_MRPL17_prot	MRPL13_prot	MRPL17_prot	ppi	0	died	died	0	0	died	died	0	-0.133513	ppi	down	0.133513
MRPL13_prot_MRPL28_prot	MRPL13_prot	MRPL28_prot	ppi	0	died	died	0	0	died	died	0	-0.179843	ppi	down	0.179843
MRPL13_prot_RALY_prot	MRPL13_prot	RALY_prot	ppi	0.0799136	ppi	up	0.0799136	0	died	died	0	-0	died	died	0
MRPL15_prot_MRPL19_prot	MRPL15_prot	MRPL19_prot	ppi	0.160678	ppi	up	0.160678	0	died	died	0	-0	died	died	0
MRPL15_prot_MRPL9_prot	MRPL15_prot	MRPL9_prot	ppi	0.0778856	ppi	up	0.0778856	-0	died	died	0	-0	died	died	0
MRPL17_prot_MRPL28_prot	MRPL17_prot	MRPL28_prot	ppi	0	died	died	0	0.00737772	ppi	up	0.00737772	-0.265677	ppi	down	0.265677
MRPL19_prot_MRPL28_prot	MRPL19_prot	MRPL28_prot	ppi	0	died	died	0	0	died	died	0	-0.140506	ppi	down	0.140506
MRPL1_prot_MRPL28_prot	MRPL1_prot	MRPL28_prot	ppi	0	died	died	0	0.0701322	ppi	up	0.0701322	-0.149007	ppi	down	0.149007
MRPL28_prot_MRPS7_prot	MRPL28_prot	MRPS7_prot	ppi	0	died	died	0	0.011616	ppi	up	0.011616	-0	died	died	0
MRPS17_prot_ATIC_mrna	MRPS17_prot	ATIC_mrna	tf	-0	died	died	0	0.151088	tf	up	0.151088	-0	died	died	0
MRPS17_prot_ATP5J2_mrna	MRPS17_prot	ATP5J2_mrna	tf	-0	died	died	0	0.0456462	tf	up	0.0456462	-0	died	died	0
MRPS17_prot_BCCIP_mrna	MRPS17_prot	BCCIP_mrna	tf	-0	died	died	0	0.204058	tf	up	0.204058	-0	died	died	0
MRPS17_prot_BOLA3_mrna	MRPS17_prot	BOLA3_mrna	tf	-0.0686004	tf	down	0.0686004	0.0342736	tf	up	0.0342736	0	died	died	0
MRPS17_prot_C11orf73_mrna	MRPS17_prot	C11orf73_mrna	tf	-0	died	died	0	0.0961792	tf	up	0.0961792	-0	died	died	0
MRPS17_prot_C14orf166_mrna	MRPS17_prot	C14orf166_mrna	tf	-0	died	died	0	0.108568	tf	up	0.108568	-0	died	died	0
MRPS17_prot_C14orf2_mrna	MRPS17_prot	C14orf2_mrna	tf	-0	died	died	0	0.0258547	tf	up	0.0258547	-0	died	died	0
MRPS17_prot_C1QBP_mrna	MRPS17_prot	C1QBP_mrna	tf	-0	died	died	0	0.050877	tf	up	0.050877	-0	died	died	0
MRPS17_prot_CHAC2_mrna	MRPS17_prot	CHAC2_mrna	tf	-0.368044	tf	down	0.368044	0.0301016	tf	up	0.0301016	0	died	died	0
MRPS17_prot_CHCHD1_mrna	MRPS17_prot	CHCHD1_mrna	tf	-0	died	died	0	0.147051	tf	up	0.147051	-0	died	died	0
MRPS17_prot_CIAPIN1_mrna	MRPS17_prot	CIAPIN1_mrna	tf	-0.0116962	tf	down	0.0116962	0	died	died	0	0	died	died	0
MRPS17_prot_COPS3_mrna	MRPS17_prot	COPS3_mrna	tf	-0	died	died	0	0.109011	tf	up	0.109011	-0	died	died	0
MRPS17_prot_ETFA_mrna	MRPS17_prot	ETFA_mrna	tf	-0	died	died	0	0.318847	tf	up	0.318847	-0	died	died	0
MRPS17_prot_FASTKD2_mrna	MRPS17_prot	FASTKD2_mrna	tf	-0	died	died	0	0.0375062	tf	up	0.0375062	-0	died	died	0
MRPS17_prot_GLRX3_mrna	MRPS17_prot	GLRX3_mrna	tf	-0	died	died	0	0.297624	tf	up	0.297624	-0	died	died	0
MRPS17_prot_GSPT1_mrna	MRPS17_prot	GSPT1_mrna	tf	-0	died	died	0	0.0853334	tf	up	0.0853334	-0	died	died	0
MRPS17_prot_LRPPRC_mrna	MRPS17_prot	LRPPRC_mrna	tf	-0	died	died	0	0.119239	tf	up	0.119239	-0	died	died	0
MRPS17_prot_LSM5_mrna	MRPS17_prot	LSM5_mrna	tf	-0	died	died	0	0.137442	tf	up	0.137442	-0	died	died	0
MRPS17_prot_METTL5_mrna	MRPS17_prot	METTL5_mrna	tf	-0	died	died	0	0.259443	tf	up	0.259443	-0	died	died	0
MRPS17_prot_MRPL12_mrna	MRPS17_prot	MRPL12_mrna	tf	-0	died	died	0	0.0526493	tf	up	0.0526493	-0	died	died	0
MRPS17_prot_MRPL13_mrna	MRPS17_prot	MRPL13_mrna	tf	-0	died	died	0	0.145016	tf	up	0.145016	-0	died	died	0
MRPS17_prot_MRPL15_mrna	MRPS17_prot	MRPL15_mrna	tf	-0	died	died	0	0.11596	tf	up	0.11596	-0	died	died	0
MRPS17_prot_MRPL30_mrna	MRPS17_prot	MRPL30_mrna	tf	-0	died	died	0	0.178484	tf	up	0.178484	-0	died	died	0
MRPS17_prot_MRPS23_mrna	MRPS17_prot	MRPS23_mrna	tf	-0	died	died	0	0.186558	tf	up	0.186558	-0	died	died	0
MRPS17_prot_MRPS9_mrna	MRPS17_prot	MRPS9_mrna	tf	-0	died	died	0	0.315805	tf	up	0.315805	-0	died	died	0
MRPS17_prot_MTX2_mrna	MRPS17_prot	MTX2_mrna	tf	-0	died	died	0	0.295735	tf	up	0.295735	-0	died	died	0
MRPS17_prot_NSMCE2_mrna	MRPS17_prot	NSMCE2_mrna	tf	-0	died	died	0	0.037015	tf	up	0.037015	-0	died	died	0
MRPS17_prot_OLA1_mrna	MRPS17_prot	OLA1_mrna	tf	-0	died	died	0	0.44201	tf	up	0.44201	-0	died	died	0
MRPS17_prot_PHB_mrna	MRPS17_prot	PHB_mrna	tf	-0	died	died	0	0.0818357	tf	up	0.0818357	-0	died	died	0
MRPS17_prot_POLE4_mrna	MRPS17_prot	POLE4_mrna	tf	-0	died	died	0	0.129248	tf	up	0.129248	-0	died	died	0
MRPS17_prot_PSMA2_mrna	MRPS17_prot	PSMA2_mrna	tf	-0	died	died	0	0.0892865	tf	up	0.0892865	-0	died	died	0
MRPS17_prot_PSMD12_mrna	MRPS17_prot	PSMD12_mrna	tf	-0	died	died	0	0.130179	tf	up	0.130179	-0	died	died	0
MRPS17_prot_PSMD14_mrna	MRPS17_prot	PSMD14_mrna	tf	-0.0585054	tf	down	0.0585054	0.0272692	tf	up	0.0272692	0	died	died	0
MRPS17_prot_RAD51C_mrna	MRPS17_prot	RAD51C_mrna	tf	-0	died	died	0	0.0716814	tf	up	0.0716814	-0	died	died	0
MRPS17_prot_SCO1_mrna	MRPS17_prot	SCO1_mrna	tf	-0	died	died	0	0.113729	tf	up	0.113729	-0	died	died	0
MRPS17_prot_TIMM23_mrna	MRPS17_prot	TIMM23_mrna	tf	-0	died	died	0	0.113458	tf	up	0.113458	-0	died	died	0
MRPS17_prot_TPRKB_mrna	MRPS17_prot	TPRKB_mrna	tf	-0	died	died	0	0.152143	tf	up	0.152143	-0	died	died	0
MRPS17_prot_TRUB2_mrna	MRPS17_prot	TRUB2_mrna	tf	-0	died	died	0	0.0124648	tf	up	0.0124648	-0	died	died	0
MRPS17_prot_TTC27_mrna	MRPS17_prot	TTC27_mrna	tf	-0	died	died	0	0.00392155	tf	up	0.00392155	-0	died	died	0
MRPS17_prot_VDAC2_mrna	MRPS17_prot	VDAC2_mrna	tf	-0	died	died	0	0.23102	tf	up	0.23102	-0	died	died	0
MRPS17_prot_WDR12_mrna	MRPS17_prot	WDR12_mrna	tf	-0	died	died	0	0.207424	tf	up	0.207424	-0	died	died	0
MRPS17_prot_ZNHIT3_mrna	MRPS17_prot	ZNHIT3_mrna	tf	-0	died	died	0	0.112335	tf	up	0.112335	-0	died	died	0
MRPS18B_prot_MRPS25_prot	MRPS18B_prot	MRPS25_prot	ppi	-0	died	died	0	0.017869	ppi	up	0.017869	-0	died	died	0
MRPS18B_prot_MRPS27_prot	MRPS18B_prot	MRPS27_prot	ppi	0	died	died	0	0.136618	ppi	up	0.136618	-0	died	died	0
MRPS18B_prot_MRPS31_prot	MRPS18B_prot	MRPS31_prot	ppi	-0	died	died	0	0.167719	ppi	up	0.167719	-0	died	died	0
MRPS18B_prot_MRPS34_prot	MRPS18B_prot	MRPS34_prot	ppi	-0	died	died	0	0.114851	ppi	up	0.114851	-0	died	died	0
MRPS18B_prot_MRPS35_prot	MRPS18B_prot	MRPS35_prot	ppi	-0	died	died	0	0.19757	ppi	up	0.19757	-0	died	died	0
MRPS18B_prot_QARS_prot	MRPS18B_prot	QARS_prot	ppi	-0	died	died	0	0.221288	ppi	up	0.221288	-0	died	died	0
MRPS18B_prot_RB1_prot	MRPS18B_prot	RB1_prot	ppi	-0	died	died	0	0.111524	ppi	up	0.111524	-0	died	died	0
MRPS7_prot_TP53BP1_prot	MRPS7_prot	TP53BP1_prot	ppi	0	died	died	0	0	died	died	0	-0.0762358	ppi	down	0.0762358
MSH2_prot_CEP76_mrna	MSH2_prot	CEP76_mrna	tf	0	died	died	0	0.00869611	tf	up	0.00869611	-0	died	died	0
MSH2_prot_GIMAP5_mrna	MSH2_prot	GIMAP5_mrna	tf	-0.0733604	tf	down	0.0733604	0	died	died	0	0	died	died	0
MSH2_prot_NBN_prot	MSH2_prot	NBN_prot	ppi	0	died	died	0	0.00749671	ppi	up	0.00749671	-0.218489	ppi	down	0.218489
MSH2_prot_NRD1_prot	MSH2_prot	NRD1_prot	ppi	-0	died	died	0	0.114748	ppi	up	0.114748	-0	died	died	0
MSH2_prot_RAD50_prot	MSH2_prot	RAD50_prot	ppi	0	died	died	0	0	died	died	0	-0.211829	ppi	down	0.211829
MSH6_prot_GIMAP5_mrna	MSH6_prot	GIMAP5_mrna	tf	-0.238363	tf	down	0.238363	0	died	died	0	0	died	died	0
MSH6_prot_GPR157_mrna	MSH6_prot	GPR157_mrna	tf	0.240091	tf	up	0.240091	0	died	died	0	-0	died	died	0
MSH6_prot_SCARB1_mrna	MSH6_prot	SCARB1_mrna	tf	0.13148	tf	up	0.13148	0	died	died	0	-0	died	died	0
MSH6_prot_SCD_mrna	MSH6_prot	SCD_mrna	tf	0	died	died	0	0.182981	tf	up	0.182981	-0	died	died	0
MSH6_prot_SQLE_mrna	MSH6_prot	SQLE_mrna	tf	-0	died	died	0	0.100739	tf	up	0.100739	-0	died	died	0
MSN_prot_THBS1_prot	MSN_prot	THBS1_prot	ppi	-0	died	died	0	-0.0265094	ppi	down	0.0265094	0	died	died	0
MTCH2_prot_SLC1A5_prot	MTCH2_prot	SLC1A5_prot	ppi	0.00356817	ppi	up	0.00356817	0	died	died	0	-0	died	died	0
MTIF2_prot_TMEM70_prot	MTIF2_prot	TMEM70_prot	ppi	0.0593039	ppi	up	0.0593039	-0	died	died	0	-0	died	died	0
MTX1_prot_AIFM3_mrna	MTX1_prot	AIFM3_mrna	tf	0	died	died	0	0	died	died	0	-0.154472	tf	down	0.154472
MTX1_prot_CDK4_mrna	MTX1_prot	CDK4_mrna	tf	0.026877	tf	up	0.026877	-0	died	died	0	-0	died	died	0
MVP_prot_VAT1_prot	MVP_prot	VAT1_prot	ppi	0	died	died	0	-0.055362	ppi	down	0.055362	0	died	died	0
MYH10_prot_YWHAZ_prot	MYH10_prot	YWHAZ_prot	ppi	0.075054	ppi	up	0.075054	-0	died	died	0	-0	died	died	0
NAGK_prot_PKM_prot	NAGK_prot	PKM_prot	ppi	-0	died	died	0	-0.175001	ppi	down	0.175001	0	died	died	0
NAGK_prot_PROSC_prot	NAGK_prot	PROSC_prot	ppi	0	died	died	0	-0.0415956	ppi	down	0.0415956	0	died	died	0
NAGK_prot_SCRN1_prot	NAGK_prot	SCRN1_prot	ppi	0	died	died	0	-0.288404	ppi	down	0.288404	0	died	died	0
NBN_prot_PRKDC_prot	NBN_prot	PRKDC_prot	ppi	0.104099	ppi	up	0.104099	0	died	died	0	-0.27109	ppi	down	0.27109
NBN_prot_PTPN2_mrna	NBN_prot	PTPN2_mrna	tf	0	died	died	0	0.140873	tf	up	0.140873	-0.287616	tf	down	0.287616
NBN_prot_RAD50_prot	NBN_prot	RAD50_prot	ppi	0.0427199	ppi	up	0.0427199	0	died	died	0	-0.389778	ppi	down	0.389778
NBN_prot_SMC1A_prot	NBN_prot	SMC1A_prot	ppi	0	died	died	0	0	died	died	0	-0.131174	ppi	down	0.131174
NBN_prot_TANK_mrna	NBN_prot	TANK_mrna	tf	-0	died	died	0	0.0398221	tf	up	0.0398221	-0	died	died	0
NBN_prot_TP53BP1_prot	NBN_prot	TP53BP1_prot	ppi	0.0130214	ppi	up	0.0130214	0	died	died	0	-0.442266	ppi	down	0.442266
NCAPG_prot_CCDC88A_mrna	NCAPG_prot	CCDC88A_mrna	tf	-0.265923	tf	down	0.265923	-0	died	died	0	0	died	died	0
NCAPG_prot_IGF2BP3_mrna	NCAPG_prot	IGF2BP3_mrna	tf	-0.47059	tf	down	0.47059	0	died	died	0	0	died	died	0
NCAPG_prot_RBM12_mrna	NCAPG_prot	RBM12_mrna	tf	-0.0732616	tf	down	0.0732616	-0	died	died	0	0	died	died	0
NCAPG_prot_SHCBP1_mrna	NCAPG_prot	SHCBP1_mrna	tf	-0.081155	tf	down	0.081155	-0	died	died	0	0	died	died	0
NCBP1_prot_STAU1_prot	NCBP1_prot	STAU1_prot	ppi	0	died	died	0	0	died	died	0	-0.0970065	ppi	down	0.0970065
NCF1_prot_NCF4_prot	NCF1_prot	NCF4_prot	ppi	-0	died	died	0	-0.0210452	ppi	down	0.0210452	0	died	died	0
NCF2_prot_CASP1_mrna	NCF2_prot	CASP1_mrna	tf	-0.106438	tf	down	0.106438	0	died	died	0	0	died	died	0
NCF2_prot_HCK_mrna	NCF2_prot	HCK_mrna	tf	-1.05246	tf	down	1.05246	-0.0345726	tf	down	0.0345726	1.57902	tf	up	1.57902
NCF2_prot_ITGAM_mrna	NCF2_prot	ITGAM_mrna	tf	-0.518147	tf	down	0.518147	-0.18283	tf	down	0.18283	1.1862	tf	up	1.1862
NCF2_prot_ITGB2_mrna	NCF2_prot	ITGB2_mrna	tf	-0	died	died	0	-0.339689	tf	down	0.339689	0.194009	tf	up	0.194009
NCF2_prot_MS4A7_mrna	NCF2_prot	MS4A7_mrna	tf	-0.239406	tf	down	0.239406	-0	died	died	0	0.530841	tf	up	0.530841
NCF2_prot_NCF4_prot	NCF2_prot	NCF4_prot	ppi	-0	died	died	0	-0.0841306	ppi	down	0.0841306	0	died	died	0
NCF2_prot_RAC2_prot	NCF2_prot	RAC2_prot	ppi	-0	died	died	0	-0.0667596	ppi	down	0.0667596	0	died	died	0
NCF2_prot_RASSF5_mrna	NCF2_prot	RASSF5_mrna	tf	-0	died	died	0	-0.0143826	tf	down	0.0143826	0.312719	tf	up	0.312719
NCL_prot_STAU1_prot	NCL_prot	STAU1_prot	ppi	0.000922961	ppi	up	0.000922961	0	died	died	0	-0	died	died	0
NDUFS3_prot_SSBP1_prot	NDUFS3_prot	SSBP1_prot	ppi	0.0770431	ppi	up	0.0770431	-0	died	died	0	-0	died	died	0
NDUFS4_prot_VAPB_prot	NDUFS4_prot	VAPB_prot	ppi	0.00729792	ppi	up	0.00729792	0	died	died	0	-0	died	died	0
NELFCD_prot_CTNNB1_mrna	NELFCD_prot	CTNNB1_mrna	tf	0.0164395	tf	up	0.0164395	-0	died	died	0	-0	died	died	0
NFKB1_prot_ACP5_mrna	NFKB1_prot	ACP5_mrna	tf	-0	died	died	0	-0.0593729	tf	down	0.0593729	0	died	died	0
NFKB1_prot_ALOX5AP_mrna	NFKB1_prot	ALOX5AP_mrna	tf	-0	died	died	0	-0	died	died	0	0.153499	tf	up	0.153499
NFKB1_prot_APOE_mrna	NFKB1_prot	APOE_mrna	tf	-0	died	died	0	-0	died	died	0	0.0312462	tf	up	0.0312462
NFKB1_prot_AREG_mrna	NFKB1_prot	AREG_mrna	tf	0	died	died	0	0	died	died	0	-0.205008	tf	down	0.205008
NFKB1_prot_BIRC3_mrna	NFKB1_prot	BIRC3_mrna	tf	-0.0489699	tf	down	0.0489699	0	died	died	0	0	died	died	0
NFKB1_prot_CCL4_mrna	NFKB1_prot	CCL4_mrna	tf	-0.299074	tf	down	0.299074	0	died	died	0	0	died	died	0
NFKB1_prot_CCR3_mrna	NFKB1_prot	CCR3_mrna	tf	0	died	died	0	-0.00484857	tf	down	0.00484857	0	died	died	0
NFKB1_prot_CD28_mrna	NFKB1_prot	CD28_mrna	tf	-0.101951	tf	down	0.101951	0	died	died	0	0	died	died	0
NFKB1_prot_CD40_mrna	NFKB1_prot	CD40_mrna	tf	-0.214894	tf	down	0.214894	-0	died	died	0	0.446235	tf	up	0.446235
NFKB1_prot_COL2A1_mrna	NFKB1_prot	COL2A1_mrna	tf	0.163307	tf	up	0.163307	-0	died	died	0	-0	died	died	0
NFKB1_prot_COL7A1_mrna	NFKB1_prot	COL7A1_mrna	tf	0	died	died	0	-0.0956871	tf	down	0.0956871	0	died	died	0
NFKB1_prot_CSF1_mrna	NFKB1_prot	CSF1_mrna	tf	0	died	died	0	-0.0558213	tf	down	0.0558213	0	died	died	0
NFKB1_prot_CXCR4_mrna	NFKB1_prot	CXCR4_mrna	tf	-0.0421276	tf	down	0.0421276	-0	died	died	0	0	died	died	0
NFKB1_prot_GNLY_mrna	NFKB1_prot	GNLY_mrna	tf	-0.152846	tf	down	0.152846	-0	died	died	0	0	died	died	0
NFKB1_prot_HDAC7_mrna	NFKB1_prot	HDAC7_mrna	tf	0	died	died	0	-0.0699735	tf	down	0.0699735	0	died	died	0
NFKB1_prot_IL1B_mrna	NFKB1_prot	IL1B_mrna	tf	-0.0898285	tf	down	0.0898285	0	died	died	0	0	died	died	0
NFKB1_prot_IL1RN_mrna	NFKB1_prot	IL1RN_mrna	tf	-0.206742	tf	down	0.206742	-0	died	died	0	0	died	died	0
NFKB1_prot_IL6_mrna	NFKB1_prot	IL6_mrna	tf	-0.188821	tf	down	0.188821	-0	died	died	0	0	died	died	0
NFKB1_prot_ITGAX_mrna	NFKB1_prot	ITGAX_mrna	tf	-0.0191528	tf	down	0.0191528	-0	died	died	0	0.259494	tf	up	0.259494
NFKB1_prot_LYN_mrna	NFKB1_prot	LYN_mrna	tf	-0.0669723	tf	down	0.0669723	-0	died	died	0	0	died	died	0
NFKB1_prot_MMP9_mrna	NFKB1_prot	MMP9_mrna	tf	-0.528541	tf	down	0.528541	-0	died	died	0	0.652136	tf	up	0.652136
NFKB1_prot_NOS1_mrna	NFKB1_prot	NOS1_mrna	tf	0.0157171	tf	up	0.0157171	-0.126949	tf	down	0.126949	-0	died	died	0
NFKB1_prot_NOS2_mrna	NFKB1_prot	NOS2_mrna	tf	-0.167321	tf	down	0.167321	0	died	died	0	0	died	died	0
NFKB1_prot_PLAUR_mrna	NFKB1_prot	PLAUR_mrna	tf	-0	died	died	0	-0.000350652	tf	down	0.000350652	0.0604767	tf	up	0.0604767
NFKB1_prot_SLC11A1_mrna	NFKB1_prot	SLC11A1_mrna	tf	-0	died	died	0	-0	died	died	0	0.00166133	tf	up	0.00166133
NFKB1_prot_SNAI1_mrna	NFKB1_prot	SNAI1_mrna	tf	-0	died	died	0	-0.0145426	tf	down	0.0145426	0.160315	tf	up	0.160315
NFKB1_prot_STAT4_mrna	NFKB1_prot	STAT4_mrna	tf	-0.0172852	tf	down	0.0172852	0	died	died	0	0	died	died	0
NFKB1_prot_TERT_mrna	NFKB1_prot	TERT_mrna	tf	0	died	died	0	-0.167395	tf	down	0.167395	0	died	died	0
NFKB1_prot_TGFB1_mrna	NFKB1_prot	TGFB1_mrna	tf	-0	died	died	0	-0.0603471	tf	down	0.0603471	0	died	died	0
NFKB1_prot_THBD_mrna	NFKB1_prot	THBD_mrna	tf	0	died	died	0	-0.404859	tf	down	0.404859	0	died	died	0
NFKB1_prot_TNC_mrna	NFKB1_prot	TNC_mrna	tf	0	died	died	0	-0.0642824	tf	down	0.0642824	0	died	died	0
NFKB1_prot_TNFSF13B_mrna	NFKB1_prot	TNFSF13B_mrna	tf	-0	died	died	0	-0	died	died	0	0.29754	tf	up	0.29754
NFKB1_prot_TRPC1_mrna	NFKB1_prot	TRPC1_mrna	tf	0	died	died	0	-0.0332153	tf	down	0.0332153	0	died	died	0
NFKB1_prot_UPP1_mrna	NFKB1_prot	UPP1_mrna	tf	-0.208612	tf	down	0.208612	-0	died	died	0	0	died	died	0
NFKB1_prot_VEGFC_mrna	NFKB1_prot	VEGFC_mrna	tf	0	died	died	0	-0.0573521	tf	down	0.0573521	0	died	died	0
NFKB1_prot_VWF_mrna	NFKB1_prot	VWF_mrna	tf	0	died	died	0	-0.012523	tf	down	0.012523	0	died	died	0
